,arr_delay
4833,4.0
4834,-21.0
4835,-13.0
4836,10.0
4837,10.0
4838,-18.0
4839,4.0
4840,-25.0
4841,3.0
4842,-13.0
4843,-14.0
4844,28.0
4845,10.0
4846,19.0
4847,-9.0
4848,-66.0
4849,-9.0
4850,7.0
4851,22.0
4852,-21.0
4853,-1.0
4854,-10.0
4855,-18.0
4856,-6.0
4857,-13.0
4858,-22.0
4859,56.0
4860,-10.0
4861,12.0
4862,-1.0
4863,-27.0
4864,3.0
4865,-21.0
4866,-10.0
4867,3.0
4868,-2.0
4869,-2.0
4870,-6.0
4871,45.0
4872,-40.0
4873,-27.0
4874,41.0
4875,-12.0
4876,0.0
4877,24.0
4878,-6.0
4879,19.0
4880,-25.0
4881,6.0
4882,8.0
4883,-20.0
4884,2.0
4885,20.0
4886,0.0
4887,22.0
4888,30.0
4889,-17.0
4890,-11.0
4891,-15.0
4892,5.0
4893,5.0
4894,183.0
4896,-3.0
4897,19.0
4898,16.0
4899,15.0
4900,32.0
4901,-3.0
4902,-15.0
4903,7.0
4904,-13.0
4905,-23.0
4906,-21.0
4907,11.0
4908,-3.0
4909,-4.0
4910,-14.0
4911,18.0
4912,11.0
4913,-20.0
4914,-4.0
4915,-18.0
4916,-13.0
4917,24.0
4918,40.0
4919,23.0
4920,-1.0
4921,-27.0
4922,20.0
4923,-16.0
4924,2.0
4925,5.0
4926,-2.0
4927,-13.0
4928,-4.0
4929,19.0
4930,-7.0
4931,3.0
4932,1.0
4933,-18.0
4934,16.0
4935,19.0
4936,-20.0
4937,5.0
4938,-14.0
4939,-7.0
4940,11.0
4941,-16.0
4942,9.0
4943,7.0
4944,-24.0
4945,35.0
4946,8.0
4947,-5.0
4948,15.0
4949,-16.0
4950,-18.0
4951,-11.0
4952,1.0
4953,-7.0
4954,-10.0
4955,-4.0
4956,-35.0
4957,-13.0
4958,-10.0
4959,24.0
4960,-27.0
4961,-17.0
4962,-9.0
4963,4.0
4964,-7.0
4965,4.0
4966,-1.0
4967,-21.0
4968,-18.0
4969,9.0
4970,-25.0
4971,-20.0
4972,-26.0
4973,114.0
4974,99.0
4975,4.0
4976,73.0
4977,-9.0
4978,14.0
4979,17.0
4980,-13.0
4981,13.0
4982,12.0
4983,25.0
4984,26.0
4985,13.0
4986,-20.0
4987,25.0
4988,55.0
4989,22.0
4990,-36.0
4991,-14.0
4992,5.0
4993,-2.0
4994,-17.0
4995,-7.0
4996,-1.0
4997,-3.0
4998,-22.0
4999,-15.0
5000,9.0
5001,-27.0
5002,-29.0
5003,0.0
5004,-4.0
5005,-1.0
5006,3.0
5007,-13.0
5008,-19.0
5009,-15.0
5010,-13.0
5011,-12.0
5012,4.0
5013,-2.0
5014,5.0
5015,-16.0
5016,-13.0
5017,1.0
5018,-1.0
5019,6.0
5020,4.0
5021,24.0
5022,5.0
5023,-11.0
5024,-11.0
5025,83.0
5026,-27.0
5027,42.0
5028,-12.0
5029,-9.0
5030,-28.0
5031,-15.0
5032,-20.0
5033,-17.0
5034,-25.0
5035,-3.0
5036,-22.0
5037,-27.0
5038,-14.0
5039,-17.0
5040,-27.0
5041,-14.0
5042,-48.0
5043,-20.0
5044,-18.0
5045,-15.0
5046,-19.0
5047,-39.0
5048,-5.0
5049,-8.0
5050,13.0
5051,-27.0
5052,-28.0
5053,-8.0
5054,-6.0
5055,-2.0
5056,-14.0
5057,3.0
5058,-30.0
5059,-11.0
5060,-10.0
5061,-8.0
5062,-7.0
5063,-18.0
5064,-10.0
5065,15.0
5066,-18.0
5067,-9.0
5068,-23.0
5069,-19.0
5070,76.0
5071,37.0
5072,-24.0
5073,-26.0
5074,33.0
5075,-15.0
5076,-5.0
5077,-38.0
5078,-9.0
5079,-11.0
5080,-24.0
5081,-2.0
5082,21.0
5083,29.0
5084,76.0
5085,40.0
5086,-15.0
5087,-16.0
5088,73.0
5089,-7.0
5090,-4.0
5091,-10.0
5092,19.0
5093,24.0
5094,20.0
5095,-18.0
5096,-15.0
5097,-42.0
5098,-24.0
5099,-5.0
5100,-17.0
5101,-19.0
5102,-5.0
5103,21.0
5104,-10.0
5105,6.0
5106,-19.0
5107,-9.0
5108,-12.0
5109,-3.0
5110,-11.0
5111,39.0
5112,-15.0
5113,-8.0
5114,3.0
5115,-3.0
5116,11.0
5117,-22.0
5118,-15.0
5119,-31.0
5120,-6.0
5121,14.0
5122,-5.0
5123,-4.0
5124,-12.0
5125,-10.0
5126,-22.0
5127,26.0
5128,-13.0
5129,-11.0
5130,-27.0
5131,-11.0
5132,181.0
5133,-8.0
5134,-7.0
5135,-3.0
5136,-11.0
5137,-15.0
5138,-10.0
5139,5.0
5140,3.0
5141,8.0
5142,-14.0
5143,-27.0
5144,-38.0
5145,-8.0
5146,7.0
5147,-16.0
5148,-13.0
5149,-10.0
5150,-6.0
5151,-12.0
5152,33.0
5153,85.0
5154,-1.0
5155,-37.0
5156,-10.0
5157,-13.0
5158,-29.0
5159,15.0
5160,-4.0
5161,-19.0
5162,19.0
5163,-13.0
5164,-6.0
5165,60.0
5166,-13.0
5167,70.0
5168,-25.0
5169,-29.0
5170,13.0
5171,-2.0
5172,-12.0
5173,-14.0
5174,-14.0
5175,11.0
5176,-6.0
5177,-22.0
5178,-19.0
5179,-23.0
5180,-4.0
5181,-32.0
5182,-9.0
5183,15.0
5184,6.0
5185,-5.0
5186,-14.0
5187,-26.0
5188,-11.0
5189,-19.0
5190,15.0
5191,1.0
5192,-10.0
5193,-18.0
5194,-18.0
5195,-4.0
5196,-14.0
5197,-1.0
5198,-20.0
5199,-4.0
5200,-14.0
5201,-8.0
5202,-5.0
5203,14.0
5204,-27.0
5205,-37.0
5206,-10.0
5207,2.0
5208,-11.0
5209,-37.0
5210,-7.0
5211,-5.0
5212,28.0
5213,54.0
5214,12.0
5215,6.0
5216,-10.0
5217,9.0
5218,-40.0
5219,-14.0
5220,-20.0
5221,-27.0
5222,-20.0
5223,-9.0
5224,-24.0
5225,-29.0
5226,-15.0
5227,-10.0
5228,43.0
5229,-37.0
5230,-1.0
5231,-52.0
5232,44.0
5233,-6.0
5234,-14.0
5235,-18.0
5236,-20.0
5237,19.0
5238,-15.0
5239,-24.0
5240,7.0
5241,-11.0
5242,-9.0
5243,-7.0
5244,-10.0
5245,-10.0
5246,-24.0
5247,60.0
5248,-20.0
5249,-38.0
5250,140.0
5251,3.0
5252,5.0
5253,-30.0
5254,-31.0
5255,-19.0
5256,-3.0
5257,-21.0
5258,-20.0
5259,-17.0
5260,-15.0
5261,4.0
5262,-29.0
5263,24.0
5264,-7.0
5265,-41.0
5266,-37.0
5267,-13.0
5268,14.0
5269,-13.0
5270,46.0
5271,-55.0
5272,-7.0
5273,35.0
5274,-21.0
5275,-51.0
5276,-17.0
5277,-37.0
5278,-24.0
5279,-49.0
5280,68.0
5281,-30.0
5282,49.0
5283,40.0
5284,-5.0
5285,-12.0
5286,-25.0
5287,-5.0
5288,-11.0
5289,5.0
5290,-33.0
5291,-6.0
5292,37.0
5293,-5.0
5294,-9.0
5295,58.0
5296,14.0
5297,-18.0
5298,-5.0
5299,103.0
5300,-18.0
5301,-25.0
5302,99.0
5303,71.0
5304,-6.0
5305,60.0
5306,-18.0
5307,-12.0
5308,-44.0
5309,8.0
5310,106.0
5311,-18.0
5312,-25.0
5313,10.0
5314,-38.0
5315,11.0
5316,-10.0
5317,-38.0
5318,-8.0
5319,-7.0
5320,-26.0
5321,-2.0
5322,-11.0
5323,-4.0
5324,-4.0
5325,0.0
5326,-31.0
5327,-4.0
5328,-7.0
5329,-19.0
5330,-7.0
5331,6.0
5332,-30.0
5333,-17.0
5334,-19.0
5335,-20.0
5336,-20.0
5337,-30.0
5338,-42.0
5339,8.0
5340,-10.0
5341,-28.0
5342,-18.0
5343,21.0
5344,1.0
5345,-4.0
5346,-22.0
5347,-32.0
5348,-7.0
5349,-11.0
5350,4.0
5351,-13.0
5352,-17.0
5353,-12.0
5354,-9.0
5355,-8.0
5356,-19.0
5357,-17.0
5358,-5.0
5359,30.0
5360,-6.0
5361,-14.0
5362,-17.0
5363,-16.0
5364,-10.0
5365,16.0
5366,-25.0
5367,-16.0
5368,-15.0
5369,-3.0
5370,-14.0
5371,-22.0
5372,-17.0
5373,-4.0
5374,-4.0
5375,-49.0
5376,11.0
5377,18.0
5378,50.0
5379,-5.0
5380,21.0
5381,-21.0
5382,-16.0
5383,-9.0
5384,-16.0
5385,-17.0
5386,6.0
5387,-17.0
5388,-15.0
5389,-3.0
5390,11.0
5391,-11.0
5392,-3.0
5393,-10.0
5394,18.0
5395,-15.0
5396,-5.0
5397,-3.0
5398,-14.0
5399,-8.0
5400,-35.0
5401,-4.0
5402,-22.0
5403,-1.0
5404,-17.0
5405,-39.0
5406,10.0
5407,-20.0
5408,-21.0
5409,-36.0
5410,8.0
5411,-14.0
5412,64.0
5413,0.0
5414,-11.0
5415,-8.0
5416,-5.0
5417,-12.0
5418,-24.0
5419,-13.0
5420,-9.0
5421,-15.0
5422,-24.0
5423,-2.0
5424,-7.0
5425,35.0
5426,19.0
5427,-9.0
5428,-11.0
5429,27.0
5430,-24.0
5431,1.0
5432,28.0
5433,-20.0
5434,-42.0
5435,-33.0
5436,3.0
5437,-21.0
5438,-9.0
5439,-8.0
5440,1.0
5441,-2.0
5442,-24.0
5443,7.0
5444,-13.0
5445,-13.0
5446,-23.0
5447,-2.0
5448,112.0
5449,-13.0
5450,-8.0
5451,-5.0
5452,-8.0
5453,-23.0
5454,-25.0
5455,-26.0
5456,-21.0
5457,-4.0
5458,-1.0
5459,-10.0
5460,2.0
5461,-14.0
5462,-9.0
5463,-1.0
5464,31.0
5465,15.0
5466,-11.0
5467,-18.0
5468,-24.0
5469,-21.0
5470,-44.0
5471,-24.0
5472,-2.0
5473,-11.0
5474,-7.0
5475,35.0
5476,46.0
5477,-11.0
5478,7.0
5479,-9.0
5480,1.0
5481,-9.0
5482,-2.0
5483,-9.0
5484,-10.0
5485,-14.0
5486,-13.0
5487,-19.0
5488,-17.0
5489,-5.0
5490,8.0
5491,-24.0
5492,9.0
5493,-24.0
5494,22.0
5495,-28.0
5496,-16.0
5497,-7.0
5498,-16.0
5499,10.0
5500,-22.0
5501,9.0
5502,11.0
5503,-5.0
5504,72.0
5505,19.0
5506,11.0
5507,-17.0
5508,-12.0
5509,45.0
5510,-55.0
5511,59.0
5512,-14.0
5513,-4.0
5514,-11.0
5515,11.0
5516,-43.0
5517,-20.0
5518,-17.0
5519,-21.0
5520,-21.0
5521,2.0
5522,-18.0
5523,-19.0
5524,-1.0
5525,-35.0
5526,-17.0
5527,34.0
5528,-18.0
5529,12.0
5530,-21.0
5531,-4.0
5532,-11.0
5533,-30.0
5534,2.0
5535,-11.0
5536,63.0
5537,-40.0
5538,-18.0
5539,-20.0
5540,-7.0
5541,-18.0
5542,-24.0
5543,-1.0
5544,-23.0
5545,-43.0
5546,-12.0
5547,-24.0
5548,25.0
5549,-21.0
5550,-25.0
5551,-5.0
5552,13.0
5553,3.0
5554,9.0
5555,26.0
5556,-22.0
5557,3.0
5558,10.0
5559,-15.0
5560,4.0
5561,-1.0
5562,-3.0
5563,34.0
5564,34.0
5565,-16.0
5566,-26.0
5567,-17.0
5568,18.0
5569,-23.0
5570,-18.0
5571,141.0
5572,-7.0
5573,26.0
5574,-15.0
5575,-7.0
5576,42.0
5577,-27.0
5578,2.0
5579,-26.0
5580,-5.0
5581,5.0
5582,1.0
5583,-9.0
5584,2.0
5585,77.0
5586,9.0
5587,-22.0
5588,3.0
5589,-14.0
5590,-15.0
5591,5.0
5592,-47.0
5593,10.0
5594,-40.0
5595,17.0
5596,32.0
5597,6.0
5598,-8.0
5599,-51.0
5600,-20.0
5601,4.0
5602,-2.0
5603,73.0
5604,-23.0
5605,-22.0
5606,18.0
5607,-11.0
5608,-20.0
5609,11.0
5610,-33.0
5611,-26.0
5612,-4.0
5613,-13.0
5614,-6.0
5615,4.0
5616,-23.0
5617,-28.0
5618,23.0
5619,157.0
5620,16.0
5621,-2.0
5622,10.0
5623,-15.0
5624,-22.0
5625,-4.0
5626,-13.0
5627,15.0
5628,-29.0
5629,-1.0
5630,-5.0
5631,-8.0
5632,-38.0
5633,-16.0
5634,-5.0
5635,2.0
5636,-11.0
5637,19.0
5638,-22.0
5639,-15.0
5640,17.0
5641,15.0
5642,-14.0
5643,-4.0
5644,-36.0
5645,12.0
5646,-8.0
5647,27.0
5648,37.0
5649,-24.0
5650,4.0
5651,-9.0
5652,-33.0
5653,-9.0
5654,60.0
5655,0.0
5656,-17.0
5657,-3.0
5658,1.0
5659,-11.0
5660,-40.0
5661,-7.0
5662,-27.0
5663,-5.0
5664,-27.0
5665,-13.0
5666,-30.0
5667,-18.0
5668,-14.0
5669,13.0
5670,3.0
5671,-5.0
5672,-22.0
5673,-13.0
5674,3.0
5675,-9.0
5676,-2.0
5677,-26.0
5678,15.0
5679,0.0
5680,-3.0
5681,28.0
5682,-7.0
5683,12.0
5684,-2.0
5685,-29.0
5686,-14.0
5687,-7.0
5688,22.0
5689,-45.0
5690,26.0
5691,-9.0
5692,-2.0
5693,-27.0
5694,-4.0
5695,-32.0
5696,-15.0
5697,5.0
5698,-1.0
5699,-15.0
5700,-13.0
5701,9.0
5702,-9.0
5703,13.0
5704,-8.0
5705,3.0
5706,11.0
5707,-12.0
5708,-17.0
5709,-31.0
5710,5.0
5711,-8.0
5712,-24.0
5713,-9.0
5714,-12.0
5715,-9.0
5716,7.0
5717,4.0
5718,-19.0
5719,-1.0
5720,-4.0
5721,-8.0
5722,-4.0
5723,5.0
5724,-4.0
5725,-10.0
5726,-22.0
5727,-8.0
5728,-9.0
5729,-13.0
5730,-19.0
5731,-19.0
5732,-19.0
5733,-40.0
5734,18.0
5735,-11.0
5736,3.0
5737,-9.0
5738,22.0
5739,-2.0
5740,-2.0
5741,-4.0
5742,7.0
5743,-10.0
5744,0.0
5745,-24.0
5746,-3.0
5747,-8.0
5748,-2.0
5749,-13.0
5750,-12.0
5751,-23.0
5752,-23.0
5753,-35.0
5754,-8.0
5755,7.0
5756,-27.0
5757,-14.0
5758,-18.0
5759,-31.0
5760,-5.0
5761,-25.0
5762,-6.0
5763,1.0
5764,8.0
5765,-13.0
5766,4.0
5767,-7.0
5768,-24.0
5769,-31.0
5770,-13.0
5771,7.0
5772,-5.0
5773,2.0
5774,4.0
5775,-5.0
5776,-11.0
5777,15.0
5778,-11.0
5779,-15.0
5780,-17.0
5781,-11.0
5782,-29.0
5783,-4.0
5784,46.0
5785,-15.0
5786,-39.0
5787,-29.0
5788,-27.0
5789,-13.0
5790,11.0
5791,-8.0
5792,-4.0
5793,-6.0
5794,9.0
5795,45.0
5796,11.0
5797,-5.0
5798,28.0
5799,20.0
5800,-25.0
5801,-16.0
5802,-38.0
5803,37.0
5804,-10.0
5805,-10.0
5806,45.0
5807,-2.0
5808,4.0
5809,-22.0
5810,10.0
5811,-11.0
5812,-12.0
5813,0.0
5814,25.0
5815,-30.0
5816,-6.0
5817,29.0
5818,84.0
5819,-12.0
5820,0.0
5821,2.0
5822,-13.0
5823,2.0
5824,-17.0
5825,3.0
5826,128.0
5827,-11.0
5828,-8.0
5829,-3.0
5830,5.0
5831,-11.0
5832,-7.0
5833,-17.0
5834,-8.0
5835,-9.0
5836,52.0
5837,-9.0
5838,21.0
5839,-10.0
5840,7.0
5841,-29.0
5842,-11.0
5843,-19.0
5844,-5.0
5845,-25.0
5846,-8.0
5847,-11.0
5848,67.0
5849,10.0
5850,-9.0
5851,8.0
5852,-13.0
5853,-15.0
5854,11.0
5855,0.0
5856,-15.0
5857,-11.0
5858,-8.0
5859,14.0
5860,10.0
5861,-12.0
5862,-9.0
5863,39.0
5864,-23.0
5865,-14.0
5866,-6.0
5867,-8.0
5868,21.0
5869,-7.0
5870,-26.0
5871,0.0
5872,-3.0
5873,-36.0
5874,-12.0
5875,-20.0
5876,-21.0
5877,-28.0
5878,-16.0
5879,-8.0
5880,-25.0
5881,10.0
5882,47.0
5883,-15.0
5884,18.0
5885,-30.0
5886,-17.0
5887,-28.0
5888,61.0
5889,-22.0
5890,3.0
5891,-27.0
5892,7.0
5893,-22.0
5894,35.0
5895,-6.0
5896,-4.0
5897,-15.0
5898,-5.0
5899,-6.0
5900,-6.0
5901,-23.0
5902,55.0
5903,31.0
5904,-10.0
5905,-10.0
5906,-7.0
5907,-35.0
5908,-12.0
5909,12.0
5910,-15.0
5912,-7.0
5913,-26.0
5914,-3.0
5915,-21.0
5916,-4.0
5917,5.0
5918,-46.0
5919,-3.0
5920,-19.0
5921,-3.0
5922,-27.0
5923,-14.0
5924,-14.0
5925,13.0
5926,13.0
5927,-11.0
5928,-10.0
5929,-5.0
5930,-9.0
5931,-43.0
5932,168.0
5933,-24.0
5934,29.0
5935,-4.0
5936,3.0
5937,-7.0
5938,-7.0
5939,-42.0
5940,-4.0
5941,5.0
5942,77.0
5943,-16.0
5944,-11.0
5945,8.0
5946,-27.0
5947,-11.0
5948,-19.0
5949,-18.0
5950,-11.0
5951,-9.0
5952,-12.0
5953,-22.0
5954,-19.0
5955,-18.0
5956,-10.0
5957,-9.0
5958,-21.0
5959,58.0
5960,-18.0
5961,15.0
5962,-7.0
5963,-18.0
5964,-4.0
5965,24.0
5966,-49.0
5967,-27.0
5968,-8.0
5969,0.0
5970,4.0
5971,-11.0
5972,29.0
5973,-12.0
5974,-18.0
5975,-8.0
5976,39.0
5977,-57.0
5978,5.0
5979,1.0
5980,-9.0
5981,5.0
5982,-16.0
5983,-33.0
5984,14.0
5985,-6.0
5986,1.0
5987,-5.0
5988,-9.0
5989,0.0
5990,7.0
5991,3.0
5992,-3.0
5993,-25.0
5994,-40.0
5995,-3.0
5996,-37.0
5997,6.0
5998,-19.0
5999,1.0
6000,-9.0
6001,-1.0
6002,21.0
6003,-25.0
6004,-20.0
6005,-29.0
6006,-5.0
6007,47.0
6008,-14.0
6009,2.0
6010,-17.0
6011,-21.0
6012,0.0
6013,-10.0
6014,-20.0
6015,17.0
6016,-16.0
6017,-15.0
6018,-5.0
6019,47.0
6020,-29.0
6021,-25.0
6022,15.0
6023,-14.0
6024,-2.0
6025,-8.0
6026,-13.0
6027,66.0
6028,-20.0
6029,-20.0
6030,19.0
6031,21.0
6032,-33.0
6033,-17.0
6034,-13.0
6035,12.0
6036,132.0
6037,7.0
6038,24.0
6039,-6.0
6040,-3.0
6041,-1.0
6042,-15.0
6043,-15.0
6044,14.0
6045,18.0
6046,-8.0
6047,-16.0
6048,5.0
6049,-26.0
6050,14.0
6051,-6.0
6052,4.0
6053,-9.0
6054,-16.0
6055,-9.0
6056,0.0
6057,-6.0
6058,-24.0
6059,-25.0
6060,-26.0
6061,-7.0
6062,-30.0
6063,-10.0
6064,-10.0
6065,-17.0
6066,-21.0
6067,-15.0
6068,-31.0
6069,-2.0
6070,-10.0
6071,-27.0
6072,-4.0
6073,-29.0
6074,-7.0
6075,-29.0
6076,-11.0
6077,-15.0
6078,-32.0
6079,-15.0
6080,-24.0
6081,-32.0
6082,-18.0
6083,-13.0
6084,-30.0
6085,-14.0
6086,63.0
6087,15.0
6088,1.0
6089,-9.0
6090,-12.0
6091,8.0
6092,25.0
6093,-3.0
6094,-14.0
6095,-26.0
6096,-7.0
6097,-27.0
6098,7.0
6099,21.0
6100,-6.0
6101,-30.0
6102,-27.0
6103,-3.0
6104,-7.0
6105,32.0
6106,15.0
6107,-11.0
6108,-4.0
6109,-7.0
6110,-12.0
6111,-13.0
6112,-14.0
6113,-19.0
6114,139.0
6115,92.0
6116,2.0
6117,-7.0
6118,-26.0
6119,-1.0
6120,-2.0
6121,-10.0
6122,8.0
6123,-1.0
6124,-41.0
6125,-10.0
6126,-30.0
6127,-17.0
6128,34.0
6129,-15.0
6130,-5.0
6131,-5.0
6132,-14.0
6133,-15.0
6134,-10.0
6135,-1.0
6136,10.0
6137,-32.0
6138,-14.0
6139,2.0
6140,-23.0
6141,-11.0
6142,-9.0
6143,-5.0
6144,-9.0
6145,-25.0
6146,-26.0
6147,-33.0
6148,4.0
6149,-5.0
6150,-4.0
6151,-16.0
6152,-10.0
6153,-6.0
6154,18.0
6155,-17.0
6156,-31.0
6157,-30.0
6158,-5.0
6159,-11.0
6160,-3.0
6161,-5.0
6162,-2.0
6163,-22.0
6164,-28.0
6165,0.0
6166,-26.0
6167,-5.0
6168,43.0
6169,21.0
6170,-21.0
6171,-12.0
6172,3.0
6173,3.0
6174,-5.0
6175,-24.0
6176,-7.0
6177,-15.0
6178,-28.0
6179,-22.0
6180,-23.0
6181,-1.0
6182,-20.0
6183,4.0
6184,-7.0
6185,-11.0
6186,176.0
6187,-29.0
6188,-17.0
6189,-36.0
6190,-20.0
6191,-14.0
6192,-4.0
6193,22.0
6194,-8.0
6195,-5.0
6196,19.0
6197,24.0
6198,2.0
6199,8.0
6200,-3.0
6201,42.0
6202,5.0
6203,9.0
6204,6.0
6205,2.0
6206,80.0
6207,-25.0
6208,-23.0
6209,-5.0
6210,-6.0
6211,0.0
6212,-1.0
6213,-26.0
6214,-11.0
6215,-3.0
6216,-1.0
6217,-2.0
6218,31.0
6219,-31.0
6220,-7.0
6221,5.0
6222,15.0
6223,-16.0
6224,1.0
6225,-31.0
6226,-28.0
6227,6.0
6228,-5.0
6229,3.0
6230,-18.0
6231,-22.0
6232,-29.0
6233,-7.0
6234,-5.0
6235,-9.0
6236,2.0
6237,40.0
6238,-5.0
6239,-31.0
6240,-11.0
6241,-20.0
6242,41.0
6243,17.0
6244,-36.0
6245,19.0
6246,-11.0
6247,-13.0
6248,-12.0
6249,-12.0
6250,-57.0
6251,-33.0
6252,-26.0
6253,2.0
6254,-8.0
6255,-29.0
6256,-4.0
6257,-29.0
6258,-17.0
6259,-6.0
6260,-3.0
6261,-8.0
6262,-11.0
6263,-28.0
6264,-50.0
6265,-6.0
6266,22.0
6267,5.0
6268,-48.0
6269,40.0
6270,-7.0
6271,-12.0
6272,-14.0
6273,-26.0
6274,-15.0
6275,-29.0
6276,-13.0
6277,-2.0
6278,-36.0
6279,-12.0
6280,-42.0
6281,-47.0
6282,-11.0
6283,11.0
6284,-15.0
6285,-12.0
6286,-15.0
6287,-37.0
6288,-23.0
6289,-8.0
6290,-1.0
6291,55.0
6292,19.0
6293,25.0
6294,-31.0
6295,-30.0
6296,-15.0
6297,-16.0
6298,-2.0
6299,-12.0
6300,-6.0
6301,17.0
6302,688.0
6303,-15.0
6304,-17.0
6305,-19.0
6306,8.0
6307,-7.0
6308,2.0
6309,61.0
6310,11.0
6311,11.0
6312,-11.0
6313,-15.0
6314,-2.0
6315,-11.0
6316,-58.0
6317,6.0
6318,-25.0
6319,4.0
6320,17.0
6321,-12.0
6322,3.0
6323,-28.0
6324,-1.0
6325,-12.0
6326,-4.0
6327,-9.0
6328,-3.0
6329,-8.0
6330,-3.0
6331,-8.0
6332,-34.0
6333,-34.0
6334,-6.0
6335,-8.0
6336,-13.0
6337,-5.0
6338,-17.0
6339,-17.0
6340,23.0
6341,-13.0
6342,-13.0
6343,-21.0
6344,216.0
6345,-26.0
6346,-13.0
6347,0.0
6348,-3.0
6349,-18.0
6350,8.0
6351,-11.0
6352,-37.0
6353,19.0
6354,-4.0
6355,-15.0
6356,-7.0
6357,-18.0
6358,-24.0
6359,158.0
6360,6.0
6361,-11.0
6362,-23.0
6363,-2.0
6364,49.0
6365,149.0
6366,-33.0
6367,11.0
6368,4.0
6369,37.0
6370,39.0
6371,-6.0
6372,-25.0
6373,-16.0
6374,-2.0
6375,-21.0
6376,-8.0
6377,-6.0
6378,-7.0
6379,4.0
6380,-3.0
6381,9.0
6382,11.0
6383,-31.0
6384,-10.0
6385,-1.0
6386,-15.0
6387,-4.0
6388,-1.0
6389,-8.0
6390,-10.0
6391,-9.0
6392,-1.0
6393,-8.0
6394,-23.0
6395,-36.0
6396,-32.0
6397,-8.0
6398,-35.0
6399,-28.0
6400,-23.0
6401,-17.0
6402,0.0
6403,1.0
6404,62.0
6405,-10.0
6406,-18.0
6407,-20.0
6408,-16.0
6409,50.0
6410,47.0
6411,2.0
6412,-26.0
6413,1.0
6414,-15.0
6415,-22.0
6417,142.0
6418,22.0
6419,-23.0
6420,-7.0
6421,-9.0
6422,-13.0
6423,-19.0
6424,-38.0
6425,-10.0
6426,17.0
6427,-16.0
6428,-7.0
6429,-12.0
6430,4.0
6431,-7.0
6432,15.0
6433,-14.0
6434,-11.0
6435,-11.0
6436,1.0
6437,-11.0
6438,5.0
6439,114.0
6440,-29.0
6441,-41.0
6442,-41.0
6443,-20.0
6444,91.0
6445,-9.0
6446,-13.0
6447,-24.0
6448,-17.0
6449,-27.0
6450,-30.0
6451,-24.0
6452,0.0
6453,-3.0
6454,-7.0
6455,-5.0
6456,-19.0
6457,-20.0
6458,-9.0
6459,-9.0
6460,-16.0
6461,-24.0
6462,-23.0
6463,19.0
6464,174.0
6465,28.0
6466,49.0
6467,7.0
6468,27.0
6469,-21.0
6470,-20.0
6471,-16.0
6472,-1.0
6473,6.0
6474,-29.0
6475,-22.0
6476,-15.0
6477,24.0
6478,-8.0
6479,6.0
6480,-2.0
6481,-17.0
6482,70.0
6483,10.0
6484,-13.0
6485,-1.0
6486,-20.0
6487,4.0
6488,-29.0
6489,-1.0
6490,-8.0
6491,-43.0
6492,-16.0
6493,-22.0
6494,-13.0
6495,-11.0
6496,-5.0
6497,-27.0
6498,-11.0
6499,-26.0
6500,-25.0
6501,0.0
6502,-16.0
6503,-8.0
6504,-5.0
6505,-15.0
6506,-16.0
6507,-25.0
6508,3.0
6509,-30.0
6510,-14.0
6511,-29.0
6512,-22.0
6513,26.0
6514,28.0
6515,45.0
6516,-27.0
6517,-19.0
6518,-4.0
6519,27.0
6520,-3.0
6521,4.0
6522,44.0
6523,-7.0
6524,-1.0
6525,-7.0
6526,-37.0
6527,-43.0
6528,-6.0
6529,7.0
6530,-20.0
6531,-2.0
6532,-32.0
6533,2.0
6534,-11.0
6535,-23.0
6536,-10.0
6537,-2.0
6538,8.0
6539,14.0
6540,11.0
6541,-21.0
6542,-16.0
6543,-9.0
6544,3.0
6545,-15.0
6546,13.0
6547,59.0
6548,-2.0
6549,-27.0
6550,-14.0
6551,-26.0
6552,-10.0
6553,-16.0
6554,-19.0
6555,-15.0
6556,0.0
6557,-12.0
6558,-1.0
6559,2.0
6560,-8.0
6561,251.0
6562,-28.0
6563,-16.0
6564,-12.0
6565,-9.0
6566,5.0
6567,3.0
6568,2.0
6569,164.0
6570,-18.0
6571,-23.0
6572,-16.0
6573,-17.0
6574,-10.0
6575,27.0
6576,-11.0
6577,1.0
6578,-30.0
6579,-18.0
6580,0.0
6581,96.0
6582,15.0
6583,101.0
6584,28.0
6585,-6.0
6586,-11.0
6587,10.0
6588,-13.0
6589,-31.0
6590,10.0
6591,-16.0
6592,-43.0
6593,-14.0
6594,5.0
6595,-9.0
6596,13.0
6597,12.0
6598,-4.0
6599,-18.0
6600,7.0
6601,-44.0
6602,-41.0
6603,-8.0
6604,-44.0
6605,4.0
6606,-11.0
6607,11.0
6608,108.0
6609,-38.0
6610,-29.0
6611,-27.0
6612,-6.0
6613,-11.0
6614,1.0
6615,-9.0
6616,13.0
6617,18.0
6618,-15.0
6619,-2.0
6620,-28.0
6621,5.0
6622,-11.0
6623,7.0
6624,-2.0
6625,9.0
6626,-9.0
6627,-18.0
6628,-22.0
6629,-3.0
6630,-12.0
6631,-3.0
6632,7.0
6633,6.0
6634,18.0
6635,3.0
6636,-33.0
6637,3.0
6638,-16.0
6639,-30.0
6640,20.0
6641,-4.0
6642,-26.0
6643,0.0
6644,-6.0
6645,-16.0
6646,38.0
6647,-6.0
6648,14.0
6649,-20.0
6650,-15.0
6651,-19.0
6652,-14.0
