,arr_delay
15608,-21.0
15609,18.0
15610,-15.0
15611,-22.0
15612,-3.0
15613,7.0
15614,-13.0
15615,-23.0
15616,-22.0
15617,-19.0
15618,14.0
15619,-16.0
15620,-17.0
15621,1.0
15622,-14.0
15623,-12.0
15624,-19.0
15625,1.0
15626,-16.0
15627,23.0
15628,-9.0
15629,-5.0
15630,-5.0
15631,-8.0
15632,25.0
15633,-5.0
15634,19.0
15635,14.0
15636,27.0
15637,-5.0
15638,0.0
15639,0.0
15640,-8.0
15641,3.0
15642,14.0
15643,-11.0
15644,3.0
15645,0.0
15646,-20.0
15647,-19.0
15648,-8.0
15649,-8.0
15650,-21.0
15651,-19.0
15652,9.0
15653,-3.0
15654,-7.0
15655,-14.0
15656,-14.0
15657,13.0
15658,16.0
15659,5.0
15660,-10.0
15661,81.0
15662,14.0
15663,-11.0
15664,94.0
15665,21.0
15666,-21.0
15667,-2.0
15668,-14.0
15669,-17.0
15670,202.0
15671,-24.0
15672,-27.0
15673,-19.0
15674,-4.0
15675,-32.0
15676,-23.0
15677,-26.0
15678,-25.0
15679,-14.0
15680,11.0
15681,-7.0
15682,-3.0
15683,38.0
15684,-1.0
15685,2.0
15686,-8.0
15687,-16.0
15688,-11.0
15689,-20.0
15690,11.0
15691,34.0
15692,-11.0
15693,-13.0
15694,-1.0
15695,-20.0
15696,13.0
15697,36.0
15698,62.0
15699,33.0
15700,55.0
15701,-8.0
15702,21.0
15703,-14.0
15704,-15.0
15705,39.0
15706,16.0
15707,-9.0
15708,2.0
15709,16.0
15710,-13.0
15711,2.0
15712,-18.0
15713,-5.0
15714,-8.0
15715,-5.0
15716,-27.0
15717,-16.0
15718,0.0
15719,-2.0
15720,4.0
15721,51.0
15722,-13.0
15723,40.0
15724,-4.0
15725,7.0
15726,-17.0
15727,-28.0
15728,-22.0
15729,-10.0
15730,-10.0
15731,24.0
15732,-14.0
15733,-14.0
15734,3.0
15735,-16.0
15736,-8.0
15737,33.0
15738,-8.0
15739,49.0
15740,-18.0
15741,-6.0
15742,-13.0
15743,-15.0
15744,-12.0
15745,-12.0
15746,38.0
15747,12.0
15748,24.0
15749,-18.0
15750,13.0
15751,-13.0
15752,-10.0
15753,3.0
15754,-6.0
15755,-1.0
15756,-14.0
15757,-2.0
15758,-20.0
15759,5.0
15760,0.0
15761,-16.0
15762,-11.0
15763,21.0
15764,6.0
15765,19.0
15766,18.0
15767,-8.0
15768,1.0
15769,-17.0
15770,-6.0
15771,15.0
15772,-11.0
15773,2.0
15774,-11.0
15775,1.0
15776,-9.0
15777,-14.0
15778,-15.0
15779,27.0
15780,-12.0
15781,-2.0
15782,-11.0
15783,-12.0
15784,12.0
15785,-10.0
15786,-11.0
15787,-7.0
15788,-24.0
15789,6.0
15790,-12.0
15791,-6.0
15792,-12.0
15793,-15.0
15794,-7.0
15795,-12.0
15796,-30.0
15797,-17.0
15798,-11.0
15799,-6.0
15800,-16.0
15801,8.0
15802,63.0
15803,-8.0
15804,-17.0
15805,-22.0
15806,0.0
15807,-16.0
15808,16.0
15809,-20.0
15810,-18.0
15811,-14.0
15812,-15.0
15813,-18.0
15814,-15.0
15815,-4.0
15816,-2.0
15817,-15.0
15818,-11.0
15819,-14.0
15820,-18.0
15821,-25.0
15822,15.0
15823,-8.0
15824,-12.0
15825,-16.0
15826,-8.0
15827,4.0
15828,8.0
15829,-12.0
15830,47.0
15831,-15.0
15832,-20.0
15833,-12.0
15834,18.0
15835,-22.0
15836,-20.0
15837,-15.0
15838,-7.0
15839,-14.0
15840,-18.0
15841,-14.0
15842,1.0
15843,-11.0
15844,-14.0
15845,-10.0
15846,-18.0
15847,-17.0
15848,-9.0
15849,-21.0
15850,-4.0
15851,7.0
15852,-6.0
15853,-7.0
15854,-13.0
15855,-3.0
15856,-1.0
15857,-10.0
15858,-8.0
15859,-7.0
15860,0.0
15861,-11.0
15862,-3.0
15863,-2.0
15864,1.0
15865,0.0
15866,22.0
15867,-6.0
15868,1.0
15869,-2.0
15870,-4.0
15871,-2.0
15872,11.0
15873,47.0
15874,-6.0
15875,-3.0
15876,-2.0
15877,-4.0
15878,-11.0
15879,-18.0
15880,-10.0
15881,-14.0
15882,-11.0
15883,-12.0
15884,3.0
15885,-4.0
15886,21.0
15887,-11.0
15888,-16.0
15889,-10.0
15890,-19.0
15891,-18.0
15892,-21.0
15893,-10.0
15894,-16.0
15895,-17.0
15896,-13.0
15897,-1.0
15898,20.0
15899,28.0
15900,-7.0
15901,-14.0
15902,-28.0
15903,-16.0
15904,-15.0
15905,-2.0
15906,-16.0
15907,0.0
15908,-9.0
15909,0.0
15910,-23.0
15911,7.0
15912,1.0
15913,1.0
15914,23.0
15915,9.0
15916,-24.0
15917,-29.0
15918,-8.0
15919,5.0
15920,-14.0
15921,-1.0
15922,-14.0
15923,4.0
15924,-2.0
15925,-18.0
15926,8.0
15927,-15.0
15928,-9.0
15929,-36.0
15930,-7.0
15931,-9.0
15932,-16.0
15933,-1.0
15934,-8.0
15935,9.0
15936,-2.0
15937,1.0
15938,-5.0
15939,-3.0
15940,18.0
15941,-10.0
15942,-2.0
15943,4.0
15944,3.0
15945,-4.0
15946,-11.0
15947,-9.0
15948,25.0
15949,-9.0
15950,-2.0
15951,6.0
15952,-23.0
15953,-13.0
15954,-11.0
15955,-3.0
15956,-10.0
15957,16.0
15958,-19.0
15959,-23.0
15960,-13.0
15961,1.0
15962,-5.0
15963,-9.0
15964,-6.0
15965,-2.0
15966,-3.0
15967,-19.0
15968,-1.0
15969,-6.0
15970,-17.0
15971,-12.0
15972,-17.0
15973,-25.0
15974,-8.0
15975,24.0
15976,-16.0
15977,-1.0
15978,-22.0
15979,7.0
15980,26.0
15981,-21.0
15982,-9.0
15983,-23.0
15984,-13.0
15985,17.0
15986,9.0
15987,-32.0
15988,-26.0
15989,-10.0
15990,-13.0
15991,-6.0
15992,-14.0
15993,36.0
15994,-21.0
15995,-9.0
15996,-9.0
15997,3.0
15998,-13.0
15999,-2.0
16000,-10.0
16001,-1.0
16002,8.0
16003,8.0
16004,-12.0
16005,-20.0
16006,-24.0
16007,-11.0
16008,-13.0
16009,11.0
16010,-10.0
16011,-14.0
16012,15.0
16013,26.0
16014,-4.0
16015,43.0
16016,21.0
16017,-8.0
16018,-16.0
16019,23.0
16020,-4.0
16021,9.0
16022,-14.0
16023,-3.0
16024,-1.0
16025,-15.0
16026,5.0
16027,-8.0
16028,34.0
16029,26.0
16030,-3.0
16031,-10.0
16032,11.0
16033,-10.0
16034,-32.0
16035,-35.0
16036,-21.0
16037,-25.0
16038,-10.0
16039,-13.0
16040,-37.0
16041,0.0
16042,-11.0
16043,-36.0
16044,-7.0
16045,7.0
16046,77.0
16047,-17.0
16048,-8.0
16049,21.0
16050,2.0
16051,-23.0
16052,-30.0
16053,-12.0
16054,18.0
16055,-33.0
16056,4.0
16057,-17.0
16058,-17.0
16059,-29.0
16060,-14.0
16061,-27.0
16062,-26.0
16063,-23.0
16064,-24.0
16065,-23.0
16066,-30.0
16067,-10.0
16068,82.0
16069,81.0
16070,-15.0
16071,-9.0
16072,-17.0
16073,88.0
16074,-25.0
16075,-19.0
16076,-14.0
16077,-27.0
16078,11.0
16079,-21.0
16080,9.0
16081,-16.0
16082,14.0
16083,-6.0
16084,11.0
16085,-5.0
16086,16.0
16087,-19.0
16088,-14.0
16089,55.0
16090,-15.0
16091,-4.0
16092,51.0
16093,34.0
16094,-24.0
16095,3.0
16096,-15.0
16097,-32.0
16098,-20.0
16099,1.0
16100,4.0
16101,-18.0
16102,-7.0
16103,-22.0
16104,-13.0
16105,4.0
16106,-20.0
16107,-5.0
16108,-19.0
16109,-27.0
16110,-18.0
16111,-9.0
16112,-17.0
16113,-13.0
16114,-10.0
16115,115.0
16116,4.0
16117,15.0
16118,3.0
16119,-12.0
16120,-11.0
16121,-34.0
16122,19.0
16123,8.0
16124,8.0
16125,-11.0
16126,-9.0
16127,14.0
16128,-13.0
16129,-21.0
16130,-19.0
16131,-9.0
16132,-21.0
16133,0.0
16134,-14.0
16135,30.0
16136,45.0
16137,-19.0
16138,-18.0
16139,-5.0
16140,24.0
16141,-19.0
16142,-23.0
16143,0.0
16144,-18.0
16145,-15.0
16146,-24.0
16147,-26.0
16148,-4.0
16149,-13.0
16150,-14.0
16151,-1.0
16152,-7.0
16153,99.0
16154,36.0
16155,8.0
16156,78.0
16157,19.0
16158,-1.0
16159,8.0
16160,-11.0
16161,-20.0
16162,-15.0
16163,20.0
16164,-21.0
16165,-17.0
16166,-33.0
16167,-22.0
16168,10.0
16169,2.0
16170,-20.0
16171,-7.0
16172,-24.0
16173,4.0
16174,-8.0
16175,-18.0
16176,-5.0
16177,4.0
16178,37.0
16179,-6.0
16180,-6.0
16181,-1.0
16182,-2.0
16183,35.0
16184,-10.0
16185,33.0
16186,-21.0
16187,0.0
16188,4.0
16189,-9.0
16190,52.0
16191,18.0
16192,-15.0
16193,-31.0
16194,-21.0
16195,0.0
16196,-21.0
16197,-37.0
16198,-21.0
16199,14.0
16200,1.0
16201,12.0
16202,-33.0
16203,-15.0
16204,-14.0
16205,-12.0
16206,-16.0
16207,-51.0
16208,6.0
16209,-5.0
16210,11.0
16211,20.0
16212,-13.0
16213,-9.0
16214,-18.0
16215,0.0
16216,-26.0
16217,-2.0
16218,-15.0
16219,-24.0
16220,-16.0
16221,-7.0
16222,21.0
16223,-4.0
16224,35.0
16225,25.0
16226,-7.0
16227,-23.0
16228,-37.0
16229,-2.0
16230,-10.0
16231,-1.0
16232,5.0
16233,-39.0
16234,-32.0
16235,-34.0
16236,-1.0
16237,-26.0
16238,-23.0
16239,-21.0
16240,-16.0
16241,-26.0
16242,-16.0
16243,-11.0
16244,-6.0
16245,-12.0
16246,-8.0
16247,-1.0
16248,35.0
16249,2.0
16250,110.0
16251,-2.0
16252,-5.0
16253,-13.0
16254,-25.0
16255,-31.0
16256,3.0
16257,-4.0
16258,-18.0
16259,-9.0
16260,-10.0
16261,12.0
16262,-40.0
16263,-12.0
16264,-20.0
16265,-1.0
16266,7.0
16267,0.0
16268,-25.0
16269,-6.0
16270,2.0
16271,-5.0
16272,-2.0
16273,-3.0
16274,-10.0
16275,30.0
16276,28.0
16277,-3.0
16278,-41.0
16279,-22.0
16280,-2.0
16281,1.0
16282,-19.0
16283,-13.0
16284,35.0
16285,-1.0
16286,12.0
16287,46.0
16288,-5.0
16289,-18.0
16290,7.0
16291,22.0
16292,-15.0
16293,-13.0
16294,-8.0
16295,6.0
16296,-3.0
16297,-18.0
16298,35.0
16299,-4.0
16300,-3.0
16301,-14.0
16302,14.0
16303,1.0
16304,8.0
16305,-7.0
16306,7.0
16307,-1.0
16308,-9.0
16309,12.0
16310,-3.0
16311,2.0
16312,6.0
16313,-11.0
16314,26.0
16315,-19.0
16316,54.0
16317,30.0
16318,31.0
16319,16.0
16320,-16.0
16321,16.0
16322,-24.0
16323,-3.0
16324,-22.0
16325,-20.0
16326,-23.0
16327,3.0
16328,14.0
16329,-17.0
16330,19.0
16331,3.0
16332,-16.0
16333,-12.0
16334,-10.0
16335,9.0
16336,-8.0
16337,129.0
16338,104.0
16339,5.0
16340,3.0
16341,-1.0
16342,13.0
16343,-15.0
16344,-10.0
16345,-18.0
16346,11.0
16347,17.0
16348,-7.0
16349,-31.0
16350,-9.0
16351,-13.0
16352,-33.0
16353,17.0
16354,-14.0
16355,-17.0
16356,-11.0
16357,-23.0
16358,-10.0
16359,-26.0
16360,-14.0
16361,17.0
16362,26.0
16363,23.0
16364,241.0
16365,219.0
16366,27.0
16367,-9.0
16368,11.0
16369,-10.0
16370,-17.0
16371,-19.0
16372,-4.0
16373,109.0
16374,-10.0
16375,-5.0
16376,21.0
16377,-7.0
16378,-12.0
16379,-9.0
16380,-8.0
16381,6.0
16382,3.0
16383,34.0
16384,31.0
16385,114.0
16386,87.0
16387,-1.0
16388,26.0
16389,138.0
16390,-8.0
16391,42.0
16392,74.0
16393,4.0
16394,-9.0
16395,-2.0
16396,24.0
16397,-17.0
16398,-11.0
16399,-6.0
16400,88.0
16401,-12.0
16402,-3.0
16403,-13.0
16404,4.0
16405,4.0
16406,-19.0
16407,8.0
16408,13.0
16409,-11.0
16410,25.0
16411,-24.0
16412,-13.0
16413,20.0
16414,-30.0
16415,14.0
16416,-2.0
16417,3.0
16418,10.0
16419,-26.0
16420,-9.0
16421,12.0
16422,-14.0
16423,-18.0
16424,-9.0
16425,-35.0
16426,-21.0
16427,3.0
16428,22.0
16429,-12.0
16430,18.0
16431,-32.0
16432,23.0
16433,16.0
16434,14.0
16435,-10.0
16436,-19.0
16437,-13.0
16438,1.0
16439,18.0
16440,5.0
16441,10.0
16442,-8.0
16443,16.0
16444,-17.0
16445,7.0
16446,-8.0
16447,0.0
16448,35.0
16449,10.0
16450,-14.0
16451,-30.0
16452,14.0
16453,29.0
16454,-19.0
16455,-21.0
16456,-4.0
16457,-19.0
16458,-8.0
16459,19.0
16460,-2.0
16461,-12.0
16462,0.0
16463,-13.0
16464,-12.0
16465,1.0
16466,-4.0
16467,-8.0
16468,-14.0
16469,15.0
16470,18.0
16471,23.0
16472,-4.0
16473,-19.0
16474,14.0
16475,3.0
16476,20.0
16477,20.0
16478,7.0
16479,3.0
16480,-27.0
16481,-25.0
16482,10.0
16483,-8.0
16484,-26.0
16485,-9.0
16486,-18.0
16487,-19.0
16488,-2.0
16489,-11.0
16490,-32.0
16491,-10.0
16492,-18.0
16493,-20.0
16494,73.0
16495,-28.0
16496,1.0
16497,-11.0
16498,-9.0
16499,-9.0
16500,0.0
16501,-17.0
16502,-30.0
16503,-17.0
16504,27.0
16505,16.0
16506,-8.0
16507,44.0
16508,29.0
16509,21.0
16510,-4.0
16511,-29.0
16512,-25.0
16513,-4.0
16514,-4.0
16515,-15.0
16516,65.0
16517,43.0
16518,1.0
16519,27.0
16520,110.0
16521,-19.0
16522,5.0
16523,8.0
16524,-12.0
16525,-18.0
16526,-2.0
16527,8.0
16528,30.0
16529,-6.0
16530,-3.0
16531,-15.0
16532,-26.0
16533,-9.0
16534,-19.0
16535,-17.0
16536,-18.0
16537,-12.0
16538,-25.0
16539,-36.0
16540,-10.0
16541,-21.0
16542,-29.0
16543,36.0
16544,-13.0
16545,-17.0
16546,-3.0
16547,-2.0
16548,-26.0
16549,-24.0
16550,1.0
16551,-5.0
16552,-43.0
16553,-10.0
16554,-13.0
16555,-12.0
16556,-3.0
16557,-9.0
16558,52.0
16559,-3.0
16560,29.0
16561,7.0
16562,-2.0
16563,30.0
16564,-13.0
16565,-22.0
16566,1.0
16567,-11.0
16568,-3.0
16569,12.0
16570,20.0
16571,6.0
16572,8.0
16573,-18.0
16574,-13.0
16575,12.0
16576,-18.0
16577,-3.0
16578,-6.0
16579,48.0
16580,4.0
16581,21.0
16582,0.0
16583,-10.0
16584,-7.0
16585,1.0
16586,-21.0
16587,0.0
16588,-9.0
16589,9.0
16590,-15.0
16591,-3.0
16592,-13.0
16593,-24.0
16594,-13.0
16595,-23.0
16596,6.0
16597,80.0
16598,19.0
16599,8.0
16600,-7.0
16601,-14.0
16602,-17.0
16603,-31.0
16604,16.0
16605,55.0
16606,-29.0
16607,-9.0
16608,38.0
16609,-25.0
16610,39.0
16611,-9.0
16612,2.0
16613,0.0
16614,-30.0
16615,-7.0
16616,-4.0
16617,-16.0
16618,-25.0
16619,-18.0
16620,753.0
16621,17.0
16622,9.0
16623,-17.0
16624,-13.0
16625,-8.0
16626,10.0
16627,10.0
16628,-1.0
16629,17.0
16630,-10.0
16631,-14.0
16632,14.0
16633,0.0
16634,43.0
16635,11.0
16636,-3.0
16637,14.0
16638,5.0
16639,-20.0
16640,-12.0
16641,86.0
16642,1.0
16643,-19.0
16644,-16.0
16645,13.0
16646,-15.0
16647,-9.0
16648,-21.0
16649,16.0
16650,-16.0
16651,9.0
16652,49.0
16653,-10.0
16654,5.0
16655,-8.0
16656,7.0
16657,1.0
16658,27.0
16659,13.0
16660,-10.0
16661,43.0
16662,35.0
16663,121.0
16664,33.0
16665,-10.0
16666,-37.0
16667,-8.0
16668,71.0
16669,59.0
16670,-4.0
16671,11.0
16672,-6.0
16673,-12.0
16674,-8.0
16675,-12.0
16676,103.0
16677,-28.0
16678,-4.0
16679,-17.0
16680,2.0
16681,47.0
16682,6.0
16683,35.0
16684,-38.0
16685,-17.0
16686,-19.0
16687,-22.0
16688,-23.0
16689,-15.0
16690,-26.0
16691,-8.0
16692,-16.0
16693,-12.0
16694,29.0
16695,-5.0
16696,24.0
16697,-3.0
16698,-16.0
16699,-23.0
16700,-7.0
16701,13.0
16702,-25.0
16703,-23.0
16704,12.0
16705,1.0
16706,-24.0
16707,83.0
16708,104.0
16709,3.0
16710,0.0
16711,-8.0
16712,14.0
16713,7.0
16714,30.0
16715,6.0
16716,-25.0
16717,-19.0
16718,-10.0
16719,-8.0
16720,-4.0
16721,33.0
16722,-21.0
16723,-4.0
16724,-20.0
16725,-2.0
16726,-2.0
16727,-5.0
16728,-28.0
16729,-4.0
16730,-28.0
16731,-25.0
16732,-32.0
16733,-4.0
16734,-11.0
16735,-39.0
16736,5.0
16737,-14.0
16738,-9.0
16739,120.0
16740,-25.0
16741,-8.0
16742,-17.0
16743,-15.0
16744,-23.0
16745,-21.0
16746,-10.0
16747,-24.0
16748,-17.0
16749,-6.0
16750,-10.0
16751,-2.0
16752,-33.0
16753,34.0
16754,-25.0
16755,-19.0
16756,-1.0
16757,12.0
16758,-13.0
16759,-14.0
16760,-18.0
16761,12.0
16762,-10.0
16763,3.0
16764,32.0
16765,-23.0
16766,-18.0
16767,-30.0
16768,14.0
16769,-7.0
16770,-5.0
16771,-24.0
16772,-22.0
16773,-12.0
16774,-22.0
16775,8.0
16776,3.0
16777,-16.0
16778,-28.0
16779,4.0
16780,-16.0
16781,-7.0
16782,-24.0
16783,6.0
16784,-23.0
16785,-17.0
16786,-37.0
16787,12.0
16788,-6.0
16789,-9.0
16790,24.0
16791,-22.0
16792,-24.0
16793,-5.0
16794,-22.0
16795,10.0
16796,-2.0
16797,-25.0
16798,1.0
16799,-5.0
16800,44.0
16801,-15.0
16802,-11.0
16803,-20.0
16804,-3.0
16805,-19.0
16806,-17.0
16807,2.0
16808,-18.0
16809,13.0
16810,-25.0
16811,-42.0
16812,-15.0
16813,-4.0
16814,-6.0
16815,-10.0
16816,-14.0
16817,-19.0
16818,-5.0
16819,-10.0
16820,-2.0
16821,-23.0
16822,-17.0
16823,-10.0
16824,-1.0
16825,2.0
16826,-10.0
16827,-20.0
16828,-29.0
16829,-20.0
16830,-16.0
16831,7.0
16832,-13.0
16833,-19.0
16834,-20.0
16835,-3.0
16836,-1.0
16837,-19.0
16838,8.0
16839,-18.0
16840,192.0
16841,-31.0
16842,-17.0
16843,-15.0
16844,20.0
16845,20.0
16846,-10.0
16847,-24.0
16848,-12.0
16849,44.0
16850,17.0
16851,0.0
16852,-17.0
16853,-2.0
16854,-30.0
16855,6.0
16856,-31.0
16857,70.0
16858,86.0
16859,-8.0
16860,52.0
16861,-33.0
16862,4.0
16863,-13.0
16864,-5.0
16865,-32.0
16866,-17.0
16867,23.0
16868,-18.0
16869,-16.0
16870,-4.0
16871,1.0
16872,-9.0
16873,-5.0
16874,-16.0
16875,-6.0
16876,-30.0
16877,14.0
16878,17.0
16879,17.0
16880,-34.0
16881,-7.0
16882,-32.0
16883,-14.0
16884,10.0
16885,-1.0
16886,-15.0
16887,-8.0
16888,-12.0
16889,9.0
16890,9.0
16891,6.0
16892,-16.0
16893,-2.0
16894,-16.0
16895,0.0
16896,-1.0
16897,-10.0
16898,-20.0
16899,-19.0
16900,51.0
16901,56.0
16902,1.0
16903,1153.0
16904,34.0
16905,-14.0
16906,215.0
16907,68.0
16908,73.0
16909,-17.0
16910,-27.0
16911,-10.0
16912,-13.0
16913,4.0
16914,-15.0
16915,-9.0
16916,-10.0
16917,-18.0
16918,-14.0
16919,-14.0
16920,-17.0
16921,7.0
16922,-9.0
16923,3.0
16924,4.0
16925,-15.0
16926,3.0
16927,46.0
16928,45.0
16929,-14.0
16930,4.0
16931,-35.0
16932,38.0
16933,80.0
16934,14.0
16935,-25.0
16936,-22.0
16937,-11.0
16938,102.0
16939,111.0
16940,42.0
16941,-20.0
16942,-17.0
16943,-17.0
16944,-22.0
16945,90.0
16946,-28.0
16947,-7.0
16948,3.0
16949,0.0
16950,-10.0
16951,-33.0
16952,-20.0
16953,-14.0
16954,-8.0
16955,-3.0
16956,-25.0
16957,-15.0
16958,-26.0
16959,-14.0
16960,-6.0
16961,-19.0
16962,5.0
16963,33.0
16964,-10.0
16965,-13.0
16966,-17.0
16967,2.0
16968,-10.0
16969,-33.0
16970,-10.0
16971,-9.0
16972,47.0
16973,-27.0
16974,-17.0
16975,0.0
16976,-9.0
16977,18.0
16978,92.0
16979,98.0
16980,-7.0
16981,-17.0
16982,-5.0
16983,-14.0
16984,-22.0
16985,-6.0
16986,-26.0
16987,-20.0
16988,-17.0
16989,-21.0
16990,-7.0
16991,-1.0
16992,-24.0
16993,95.0
16994,122.0
16995,38.0
16996,39.0
16997,-29.0
16998,-22.0
16999,-13.0
17000,-10.0
17001,-22.0
17002,-13.0
17003,-22.0
17004,-32.0
17005,-30.0
17006,-24.0
17007,-6.0
17008,-16.0
17009,-20.0
17010,192.0
17011,-31.0
17012,-33.0
17013,138.0
17014,103.0
17015,-8.0
17016,-1.0
17017,-22.0
17018,-9.0
17019,-6.0
17020,-29.0
17021,-34.0
17022,-18.0
17023,-26.0
17024,-25.0
17025,602.0
17026,-27.0
17027,212.0
17028,-6.0
17029,53.0
17030,29.0
17031,-10.0
17032,17.0
17033,5.0
17034,1.0
17035,113.0
17036,-16.0
17037,-18.0
17038,-10.0
17039,44.0
17040,19.0
17041,-7.0
17042,-21.0
17043,19.0
17044,-10.0
17045,172.0
17046,-11.0
17047,-1.0
17048,-15.0
17049,-14.0
17050,-12.0
17051,-25.0
17052,-6.0
17053,15.0
17054,101.0
17055,158.0
17056,151.0
17057,88.0
17058,161.0
17059,-13.0
17060,-16.0
17061,-27.0
17062,-24.0
17063,15.0
17064,-10.0
17065,-17.0
17066,-49.0
17067,-18.0
17068,-20.0
17069,-33.0
17070,-24.0
17071,148.0
17072,62.0
17073,72.0
17074,-33.0
17075,-22.0
17076,-23.0
17077,-13.0
17078,-21.0
17079,-32.0
17080,-12.0
17081,43.0
17082,-25.0
17083,-3.0
17084,3.0
17085,13.0
17086,-23.0
17087,-20.0
17088,-32.0
17089,67.0
17090,32.0
17091,41.0
17092,-5.0
17093,-37.0
17094,174.0
17095,-27.0
17096,-39.0
17097,349.0
17098,-27.0
17099,-22.0
17100,-12.0
17101,68.0
17102,12.0
17103,18.0
17104,137.0
17105,89.0
17106,106.0
17107,-20.0
17108,-16.0
17109,42.0
17110,65.0
17111,-16.0
17112,8.0
17113,4.0
17114,0.0
17115,10.0
17116,-17.0
17117,6.0
17118,86.0
17119,-4.0
17120,-25.0
17121,-21.0
17122,-17.0
17123,14.0
17124,-10.0
17125,2.0
17126,6.0
17127,13.0
17128,-12.0
17129,-18.0
17130,2.0
17131,-8.0
17132,-22.0
17133,26.0
17134,-8.0
17135,-14.0
17136,99.0
17137,-24.0
17138,16.0
17139,143.0
17140,141.0
17141,8.0
17142,1.0
17143,-17.0
17144,-23.0
17145,6.0
17146,74.0
17147,25.0
17148,-10.0
17149,2.0
17150,13.0
17151,-6.0
17152,-5.0
17153,-25.0
17154,-2.0
17155,-9.0
17156,-8.0
17157,-9.0
17158,38.0
17159,-7.0
17160,-18.0
17161,-5.0
17162,-7.0
17163,15.0
17164,-8.0
17165,96.0
17166,-17.0
17167,67.0
17168,-16.0
17169,-20.0
17170,-4.0
17171,-9.0
17172,-26.0
17173,-26.0
17174,-1.0
17175,-8.0
17176,-18.0
17177,-17.0
17178,-9.0
17179,38.0
17180,27.0
17181,3.0
17182,-5.0
17183,-15.0
17184,-18.0
17185,-24.0
17186,-13.0
17187,65.0
17188,-33.0
17189,3.0
17190,-16.0
17191,-30.0
17192,98.0
17193,-3.0
17194,-20.0
17195,-23.0
17196,-5.0
17197,-18.0
17198,-5.0
17199,-8.0
17200,-16.0
17201,-13.0
17202,-14.0
17203,-12.0
17204,-13.0
17205,-15.0
17206,-25.0
17207,0.0
17208,7.0
17209,18.0
17210,-12.0
17211,16.0
17212,43.0
17213,-5.0
17214,-15.0
17215,-3.0
17216,-7.0
17217,-7.0
17218,-6.0
17219,-26.0
17220,-10.0
17221,-13.0
17222,-16.0
17223,25.0
17224,-6.0
17225,-21.0
17226,-5.0
17227,-6.0
17228,2.0
17229,-6.0
17230,0.0
17231,-9.0
17232,-27.0
17233,-16.0
17234,-3.0
17235,-22.0
17236,-13.0
17237,-1.0
17238,6.0
17239,-19.0
17240,-11.0
17241,169.0
17242,-25.0
17243,-10.0
17244,-5.0
17245,-9.0
17246,-2.0
17247,-17.0
17248,7.0
17249,20.0
17250,20.0
17251,-2.0
17252,-6.0
17253,-5.0
17254,58.0
17255,-26.0
17256,-8.0
17257,-16.0
17258,-12.0
17259,-2.0
17260,-7.0
17261,39.0
17262,-15.0
17263,-12.0
17264,-19.0
17265,86.0
17266,61.0
17267,-14.0
17268,53.0
17269,5.0
17270,-2.0
17271,-4.0
17272,-33.0
17273,4.0
17274,-13.0
17275,-13.0
17276,10.0
17277,-3.0
17278,6.0
17279,-12.0
17280,-1.0
17281,-12.0
17282,8.0
17283,24.0
17284,-14.0
17285,-9.0
17286,-14.0
17287,-3.0
17288,-15.0
17289,-3.0
17290,-9.0
17291,1.0
17292,-18.0
17293,-8.0
17294,10.0
17295,-2.0
17296,-12.0
17297,23.0
17298,24.0
17299,-9.0
17300,-5.0
17301,-1.0
17302,-8.0
17303,-11.0
17304,14.0
17305,-21.0
17306,11.0
17307,5.0
17308,89.0
17309,96.0
17310,1.0
17311,38.0
17312,4.0
17313,-5.0
17314,35.0
17315,-1.0
17316,-18.0
17317,10.0
17318,22.0
17319,21.0
17320,157.0
17321,4.0
17322,-10.0
17323,17.0
17324,-13.0
17325,-6.0
17326,17.0
17327,-1.0
17328,0.0
17329,-9.0
17330,-7.0
17331,4.0
17332,26.0
17333,1.0
17334,-10.0
17335,-4.0
17336,25.0
17337,-12.0
17338,11.0
17339,-5.0
17340,43.0
17341,-11.0
17342,-11.0
17343,2.0
17344,-17.0
17345,-4.0
17346,8.0
17347,141.0
17348,-14.0
17349,1.0
17350,1.0
17351,-6.0
17352,-5.0
17353,-6.0
17354,294.0
17355,317.0
17356,-10.0
17357,9.0
17358,153.0
17359,34.0
17360,-9.0
17361,-18.0
17362,-8.0
17363,-19.0
17364,88.0
17365,9.0
17366,-6.0
17367,124.0
17368,-11.0
17369,-7.0
17370,-1.0
17371,-15.0
17372,2.0
17373,124.0
17374,15.0
17375,9.0
17376,8.0
17377,-23.0
17378,-23.0
17379,-22.0
17380,-10.0
17381,23.0
17382,34.0
17383,-12.0
17384,5.0
17385,0.0
17386,-3.0
17387,-4.0
17388,-8.0
17389,-3.0
17390,9.0
17391,1.0
17392,-11.0
17393,-5.0
17394,-18.0
17395,8.0
17396,-12.0
17397,-3.0
17398,-16.0
17399,5.0
17400,27.0
17401,-10.0
17402,-18.0
17403,-2.0
17404,-2.0
17405,17.0
17406,2.0
17407,3.0
17408,13.0
17409,-4.0
17410,-8.0
17411,-8.0
17412,104.0
17413,-11.0
17414,-17.0
17415,41.0
17416,14.0
17417,-18.0
17418,74.0
17419,-10.0
17420,-20.0
17421,-6.0
17422,101.0
17423,-6.0
17424,-2.0
17425,2.0
17426,3.0
17427,10.0
17428,-2.0
17429,0.0
17430,4.0
17431,59.0
17432,-7.0
17433,-13.0
17434,-6.0
17435,-9.0
17436,-13.0
